,loss,conv,dataset,train acc micro,test acc micro,train acc macro,test acc macro
0,HOPE_Katz,GCN,0.10.10.225,0.6975748930099858,0.1557788944723618,0.6964740370210143,0.1529922898826276
1,HOPE_Katz,GAT,0.10.10.225,0.4065620542082739,0.1457286432160804,0.4042794436048623,0.1411802223915292
2,HOPE_Katz,SAGE,0.10.10.225,0.5221112696148359,0.0402010050251256,0.5186374785077247,0.0388147451963241
3,HOPE_Katz,GCN,0.10.10.2220,0.5606276747503567,0.1959798994974874,0.5613366766738594,0.1961576019701272
4,HOPE_Katz,GAT,0.10.10.2220,0.4736091298145506,0.135678391959799,0.4772436164566818,0.1292665834993123
5,HOPE_Katz,SAGE,0.10.10.2220,0.2239657631954351,0.0402010050251256,0.2187190311376372,0.0415170807453416
6,HOPE_Katz,GCN,0.10.10.2240,0.383737517831669,0.1306532663316583,0.380887819870555,0.1267916683581645
7,HOPE_Katz,GAT,0.10.10.2240,0.6205420827389444,0.100502512562814,0.6209066421716571,0.1035935227649499
8,HOPE_Katz,SAGE,0.10.10.2240,0.6747503566333809,0.0351758793969849,0.6751655798247238,0.0323754767353165
9,HOPE_Katz,GCN,0.10.10.232,0.3423680456490727,0.0653266331658291,0.3417907715764994,0.0628451535730822
10,HOPE_Katz,GAT,0.10.10.232,0.6547788873038516,0.1055276381909547,0.6542126524109337,0.0851590797646289
11,HOPE_Katz,SAGE,0.10.10.232,0.8815977175463623,0.050251256281407,0.8811192806996269,0.0453089193913758
12,HOPE_Katz,GCN,0.10.10.235,0.7532097004279601,0.1055276381909547,0.7549636799649729,0.0988292567647406
13,HOPE_Katz,GAT,0.10.10.235,0.2339514978601997,0.100502512562814,0.2275609383120698,0.1025729352922083
14,HOPE_Katz,SAGE,0.10.10.235,0.5007132667617689,0.050251256281407,0.5025544831257361,0.0421881001881001
15,HOPE_Katz,GCN,0.10.10.2320,0.4907275320970042,0.1457286432160804,0.4878188134058595,0.1401687368417836
16,HOPE_Katz,GAT,0.10.10.2320,0.6747503566333809,0.1507537688442211,0.6764661976472744,0.1267446995590478
17,HOPE_Katz,SAGE,0.10.10.2320,0.2211126961483595,0.050251256281407,0.2156685737197655,0.0447478291596929
18,HOPE_Katz,GCN,0.10.10.242,0.7874465049928673,0.1608040201005025,0.7983526947308537,0.157517649017649
19,HOPE_Katz,GAT,0.10.10.242,0.3466476462196862,0.0854271356783919,0.3428566985493025,0.0897582447818391
20,HOPE_Katz,SAGE,0.10.10.242,0.6205420827389444,0.0552763819095477,0.6187358940706256,0.0541807606102935
21,HOPE_Katz,GCN,0.10.10.245,0.4194008559201141,0.1105527638190954,0.4190087889208352,0.1081246325676242
22,HOPE_Katz,GAT,0.10.10.245,0.6248216833095578,0.1708542713567839,0.6242759233464553,0.1681237057460331
23,HOPE_Katz,SAGE,0.10.10.245,0.5534950071326676,0.0753768844221105,0.552227057845561,0.0743573720827725
24,HOPE_Katz,GCN,0.10.10.525,0.5549215406562055,0.1256281407035175,0.5545022085058833,0.1234187180682856
25,HOPE_Katz,GAT,0.10.10.525,0.5235378031383737,0.1206030150753768,0.5242212593864594,0.1016807427819233
26,HOPE_Katz,SAGE,0.10.10.525,0.1398002853067047,0.0954773869346733,0.1291399590688436,0.0746825396825396
27,HOPE_Katz,GCN,0.10.10.5220,0.3024251069900143,0.2512562814070351,0.308554772200673,0.2709727632887687
28,HOPE_Katz,GAT,0.10.10.5220,0.3067047075606277,0.1407035175879397,0.308557998309369,0.1375797011029395
29,HOPE_Katz,SAGE,0.10.10.5220,0.2567760342368045,0.0703517587939698,0.2548250626305796,0.04939930944965
30,HOPE_Katz,GCN,0.10.10.5240,0.3095577746077033,0.2311557788944723,0.3052425693759167,0.2205710430419808
31,HOPE_Katz,GAT,0.10.10.5240,0.3009985734664764,0.0954773869346733,0.3055263926883803,0.0813798089088786
32,HOPE_Katz,SAGE,0.10.10.5240,0.362339514978602,0.050251256281407,0.3547710381493541,0.0405687955308448
33,HOPE_Katz,GCN,0.10.10.535,0.6590584878744651,0.135678391959799,0.658390852336903,0.1345651937149132
34,HOPE_Katz,GAT,0.10.10.535,0.5349500713266762,0.0954773869346733,0.5353047316364745,0.0931912944757969
35,HOPE_Katz,SAGE,0.10.10.535,0.2339514978601997,0.0402010050251256,0.2267912400740444,0.0354264250859275
36,HOPE_Katz,GCN,0.10.10.5320,0.0927246790299572,0.0854271356783919,0.0779749679802013,0.0729101240206716
37,HOPE_Katz,GAT,0.10.10.5320,0.3423680456490727,0.0703517587939698,0.3369479787976734,0.0337850678733031
38,HOPE_Katz,SAGE,0.10.10.5320,0.1940085592011412,0.050251256281407,0.1924477946130503,0.0371274800760779
39,HOPE_Katz,GCN,0.10.10.545,0.5863052781740371,0.1306532663316583,0.5852977948258988,0.1305332256353761
40,HOPE_Katz,GAT,0.10.10.545,0.3309557774607703,0.1055276381909547,0.3349432218943619,0.1020287182103143
41,HOPE_Katz,SAGE,0.10.10.545,0.3437945791726106,0.0954773869346733,0.3417494326216028,0.0980615764105777
42,HOPE_Katz,GCN,0.10.50.225,0.3566333808844508,0.1407035175879397,0.3546161863704021,0.1400090786779974
43,HOPE_Katz,GAT,0.10.50.225,0.7660485021398004,0.1105527638190954,0.7661168294071667,0.0967397196307141
44,HOPE_Katz,SAGE,0.10.50.225,0.362339514978602,0.0402010050251256,0.3596057446849709,0.0360471070148489
45,HOPE_Katz,GCN,0.10.50.2220,0.3908701854493581,0.1909547738693467,0.3925197758099512,0.1761982940704127
46,HOPE_Katz,GAT,0.10.50.2220,0.2767475035663338,0.1407035175879397,0.2818061018943383,0.1543261265183077
47,HOPE_Katz,SAGE,0.10.50.2220,0.2125534950071326,0.0804020100502512,0.2056483900272209,0.0673938746438746
48,HOPE_Katz,GCN,0.10.50.2240,0.3523537803138373,0.1306532663316583,0.3499010709571993,0.1192686484081836
49,HOPE_Katz,GAT,0.10.50.2240,0.3009985734664764,0.100502512562814,0.2978753028355594,0.08806062492337
50,HOPE_Katz,SAGE,0.10.50.2240,0.5164051355206848,0.0854271356783919,0.5165714851724328,0.0820754622321665
51,HOPE_Katz,GCN,0.10.50.232,0.3823109843081313,0.1055276381909547,0.3816896751762212,0.1029477566483444
52,HOPE_Katz,GAT,0.10.50.232,0.3951497860199714,0.135678391959799,0.3984105546798223,0.1391491473820278
53,HOPE_Katz,SAGE,0.10.50.232,0.3566333808844508,0.0753768844221105,0.3690504812232099,0.0552563400839262
54,HOPE_Katz,GCN,0.10.50.235,0.3594864479315264,0.1457286432160804,0.356561234989517,0.1421383254777084
55,HOPE_Katz,GAT,0.10.50.235,0.550641940085592,0.1457286432160804,0.5496503176681206,0.14226766953096
56,HOPE_Katz,SAGE,0.10.50.235,0.3252496433666191,0.0854271356783919,0.3214416791441835,0.0819520018202882
57,HOPE_Katz,GCN,0.10.50.2320,0.6134094151212554,0.1407035175879397,0.613057481901462,0.1323498930936001
58,HOPE_Katz,GAT,0.10.50.2320,0.5492154065620543,0.1407035175879397,0.5522163333745795,0.1157345159408684
59,HOPE_Katz,SAGE,0.10.50.2320,0.202567760342368,0.0452261306532663,0.2004891080698573,0.0432036089798238
60,HOPE_Katz,GCN,0.10.50.242,0.4094151212553495,0.1457286432160804,0.4102747851736771,0.1412367798599682
61,HOPE_Katz,GAT,0.10.50.242,0.833095577746077,0.1256281407035175,0.8339682530209996,0.1205214034398422
62,HOPE_Katz,SAGE,0.10.50.242,0.1840228245363766,0.0452261306532663,0.1810083403549125,0.0158834749436448
63,HOPE_Katz,GCN,0.10.50.245,0.3537803138373751,0.0954773869346733,0.3502634442178954,0.0950807672669
64,HOPE_Katz,GAT,0.10.50.245,0.4821683309557774,0.1809045226130653,0.4803083837085627,0.1767050714429283
65,HOPE_Katz,SAGE,0.10.50.245,0.746077032810271,0.0954773869346733,0.7462916572307763,0.0929464593279744
66,HOPE_Katz,GCN,0.10.50.525,0.3309557774607703,0.1256281407035175,0.3308101171873983,0.0982843179985162
67,HOPE_Katz,GAT,0.10.50.525,0.5492154065620543,0.1206030150753768,0.5493516375200554,0.1043237071108773
68,HOPE_Katz,SAGE,0.10.50.525,0.2981455064194008,0.0753768844221105,0.2974438215910819,0.0633881205970822
69,HOPE_Katz,GCN,0.10.50.5220,0.1897289586305278,0.1256281407035175,0.1891413107359701,0.1148427243968627
70,HOPE_Katz,GAT,0.10.50.5220,0.3238231098430813,0.0753768844221105,0.3218110705058233,0.0655637895683685
71,HOPE_Katz,SAGE,0.10.50.5220,0.2938659058487874,0.0452261306532663,0.2921749992029313,0.0462567476383265
72,HOPE_Katz,GCN,0.10.50.5240,0.3152639087018545,0.1809045226130653,0.3143964829868707,0.1707881417899087
73,HOPE_Katz,GAT,0.10.50.5240,0.2853067047075606,0.0954773869346733,0.2912207623188571,0.0757386280589387
74,HOPE_Katz,SAGE,0.10.50.5240,0.579172610556348,0.0552763819095477,0.5775947722773113,0.0474038461538461
75,HOPE_Katz,GCN,0.10.50.535,0.3495007132667617,0.1256281407035175,0.348638416587656,0.1131679155992881
76,HOPE_Katz,GAT,0.10.50.535,0.5420827389443652,0.1306532663316583,0.5422660230914109,0.1230836787343156
77,HOPE_Katz,SAGE,0.10.50.535,0.2353780313837375,0.0954773869346733,0.2330131188047482,0.0852132430453796
78,HOPE_Katz,GCN,0.10.50.5320,0.5221112696148359,0.1306532663316583,0.5214804643176849,0.1244332183954038
79,HOPE_Katz,GAT,0.10.50.5320,0.3295292439372325,0.1055276381909547,0.3323349216341757,0.0720695045695045
80,HOPE_Katz,SAGE,0.10.50.5320,0.2467902995720399,0.0753768844221105,0.2404503559804018,0.0581914491119857
81,HOPE_Katz,GCN,0.10.50.545,0.4921540656205421,0.1658291457286432,0.4923115069913849,0.1616795281448218
82,HOPE_Katz,GAT,0.10.50.545,0.5820256776034237,0.1608040201005025,0.5917250979831763,0.1639302672636006
83,HOPE_Katz,SAGE,0.10.50.545,0.3352353780313837,0.0854271356783919,0.3339894547537741,0.0859116160403038
84,HOPE_Katz,GCN,0.10.90.225,0.4051355206847361,0.1256281407035175,0.3995215514708991,0.1109592866945808
85,HOPE_Katz,GAT,0.10.90.225,0.4022824536376604,0.1105527638190954,0.3945293239399091,0.0956059238244593
86,HOPE_Katz,SAGE,0.10.90.225,0.1897289586305278,0.0402010050251256,0.1799210934954612,0.03231698646991
87,HOPE_Katz,GCN,0.10.90.2220,0.2310984308131241,0.0653266331658291,0.2283669053194403,0.0598905655112748
88,HOPE_Katz,GAT,0.10.90.2220,0.2325249643366619,0.0753768844221105,0.2271448039548932,0.0593150173413331
89,HOPE_Katz,SAGE,0.10.90.2220,0.2296718972895863,0.0402010050251256,0.2229384859047798,0.0320825737729762
90,HOPE_Katz,GCN,0.10.90.2240,0.3823109843081313,0.100502512562814,0.3795004249623287,0.0889134418213365
91,HOPE_Katz,GAT,0.10.90.2240,0.2082738944365192,0.0954773869346733,0.2020187850602398,0.0879298327518141
92,HOPE_Katz,SAGE,0.10.90.2240,0.2139800285306704,0.0854271356783919,0.2101215930739013,0.0831292625586293
93,HOPE_Katz,GCN,0.10.90.232,0.2039942938659058,0.0804020100502512,0.1972273469993565,0.0706762862808227
94,HOPE_Katz,GAT,0.10.90.232,0.3566333808844508,0.1155778894472361,0.3551946815840777,0.1164318251775345
95,HOPE_Katz,SAGE,0.10.90.232,0.3794579172610556,0.0653266331658291,0.3739134847639172,0.0628018296856969
96,HOPE_Katz,GCN,0.10.90.235,0.6062767475035663,0.0954773869346733,0.606005559803924,0.0924975734185645
97,HOPE_Katz,GAT,0.10.90.235,0.3594864479315264,0.0854271356783919,0.3581291559538585,0.0781301813522477
98,HOPE_Katz,SAGE,0.10.90.235,0.3138373751783166,0.1306532663316583,0.3093577364571596,0.1199121672231891
99,HOPE_Katz,GCN,0.10.90.2320,0.572039942938659,0.1658291457286432,0.5709943582605965,0.1572541855534287
100,HOPE_Katz,GAT,0.10.90.2320,0.7146932952924394,0.1206030150753768,0.715905053046552,0.1206971452358285
101,HOPE_Katz,SAGE,0.10.90.2320,0.5962910128388017,0.0653266331658291,0.594225096162482,0.0548525403427364
102,HOPE_Katz,GCN,0.10.90.242,0.3295292439372325,0.1155778894472361,0.3461135463702831,0.1087256827103562
103,HOPE_Katz,GAT,0.10.90.242,0.4393723252496433,0.1306532663316583,0.4412818352557731,0.1308844832033238
104,HOPE_Katz,SAGE,0.10.90.242,0.1626248216833095,0.0653266331658291,0.1614369022171982,0.0518532794409372
105,HOPE_Katz,GCN,0.10.90.245,0.2296718972895863,0.1407035175879397,0.2216296314043019,0.1379597332412006
106,HOPE_Katz,GAT,0.10.90.245,0.3594864479315264,0.1507537688442211,0.3567772303896403,0.1455043455382666
107,HOPE_Katz,SAGE,0.10.90.245,0.5534950071326676,0.0904522613065326,0.5533863425896304,0.0927859080042988
108,HOPE_Katz,GCN,0.10.90.525,0.2582025677603424,0.135678391959799,0.2421776470046841,0.1270188965291539
109,HOPE_Katz,GAT,0.10.90.525,0.2325249643366619,0.0954773869346733,0.236861743319681,0.1047328608423061
110,HOPE_Katz,SAGE,0.10.90.525,0.2853067047075606,0.0603015075376884,0.3166483329978041,0.0510174727487297
111,HOPE_Katz,GCN,0.10.90.5220,0.2924393723252496,0.1758793969849246,0.2883369872286607,0.1553443358706516
112,HOPE_Katz,GAT,0.10.90.5220,0.2425106990014265,0.0854271356783919,0.2416735552986323,0.0664559460147695
113,HOPE_Katz,SAGE,0.10.90.5220,0.2981455064194008,0.0402010050251256,0.2897091965758588,0.0317712842712842
114,HOPE_Katz,GCN,0.10.90.5240,0.1512125534950071,0.2010050251256281,0.1458580752636797,0.187970088159763
115,HOPE_Katz,GAT,0.10.90.5240,0.1540656205420827,0.1105527638190954,0.1396542204939204,0.0919728115022232
116,HOPE_Katz,SAGE,0.10.90.5240,0.2125534950071326,0.0552763819095477,0.1993790328405735,0.0437945551596807
117,HOPE_Katz,GCN,0.10.90.535,0.2596291012838801,0.1306532663316583,0.2710106349088014,0.1267077586261974
118,HOPE_Katz,GAT,0.10.90.535,0.4407988587731811,0.1758793969849246,0.4411529560026779,0.1800672424798519
119,HOPE_Katz,SAGE,0.10.90.535,0.2924393723252496,0.100502512562814,0.2885178759110567,0.0944701398819045
120,HOPE_Katz,GCN,0.10.90.5320,0.2054208273894436,0.1256281407035175,0.1985114276367887,0.1121245920047763
121,HOPE_Katz,GAT,0.10.90.5320,0.2539229671897289,0.0753768844221105,0.2447053868814099,0.0471263540381187
122,HOPE_Katz,SAGE,0.10.90.5320,0.7988587731811697,0.0452261306532663,0.7987726350646625,0.0264108938353789
123,HOPE_Katz,GCN,0.10.90.545,0.4935805991440798,0.2010050251256281,0.4929484735112245,0.1909755598836948
124,HOPE_Katz,GAT,0.10.90.545,0.3965763195435092,0.1457286432160804,0.4054091377768286,0.14567768477366
125,HOPE_Katz,SAGE,0.10.90.545,0.2410841654778887,0.0753768844221105,0.227975723173842,0.0599215117914304
126,HOPE_Katz,GCN,0.50.10.0125,0.3937232524964336,0.236180904522613,0.3910714915554225,0.2291820068205729
127,HOPE_Katz,GAT,0.50.10.0125,0.3295292439372325,0.2261306532663316,0.320797799234702,0.223274070423399
128,HOPE_Katz,SAGE,0.50.10.0125,0.6804564907275321,0.0904522613065326,0.6803136096826055,0.0830148225550524
129,HOPE_Katz,GCN,0.50.10.01220,0.4407988587731811,0.2763819095477386,0.438783247052916,0.285416221758327
130,HOPE_Katz,GAT,0.50.10.01220,0.6005706134094151,0.236180904522613,0.5990772974647086,0.2431875250735884
131,HOPE_Katz,SAGE,0.50.10.01220,0.3338088445078459,0.1055276381909547,0.3284335162699107,0.0978567909943378
132,HOPE_Katz,GCN,0.50.10.01240,0.6833095577746077,0.3266331658291457,0.6833557283741751,0.3194245058885319
133,HOPE_Katz,GAT,0.50.10.01240,0.5007132667617689,0.3015075376884422,0.5016573139291477,0.2997886151033367
134,HOPE_Katz,SAGE,0.50.10.01240,0.4893009985734665,0.0954773869346733,0.4910583806114485,0.0882946863881055
135,HOPE_Katz,GCN,0.50.10.0132,0.6105563480741797,0.4924623115577889,0.610984665062926,0.4820747681111458
136,HOPE_Katz,GAT,0.50.10.0132,0.5734664764621968,0.5577889447236181,0.5707612074987345,0.549209877436471
137,HOPE_Katz,SAGE,0.50.10.0132,0.5378031383737518,0.3417085427135678,0.5345998639387174,0.3133722495487201
138,HOPE_Katz,GCN,0.50.10.0135,0.543509272467903,0.5125628140703518,0.5377162566738091,0.5065142655425668
139,HOPE_Katz,GAT,0.50.10.0135,0.5592011412268189,0.5125628140703518,0.5540564573486317,0.4950133909815227
140,HOPE_Katz,SAGE,0.50.10.0135,0.572039942938659,0.2211055276381909,0.571096164724174,0.2056003207318997
141,HOPE_Katz,GCN,0.50.10.01320,0.9101283880171184,0.3668341708542713,0.9101446928313088,0.3579460849247626
142,HOPE_Katz,GAT,0.50.10.01320,0.637660485021398,0.3618090452261306,0.6364359600886675,0.3655774112545004
143,HOPE_Katz,SAGE,0.50.10.01320,0.463623395149786,0.1959798994974874,0.4540708397235419,0.1801378940543677
144,HOPE_Katz,GCN,0.50.10.0142,0.2653352353780314,0.1758793969849246,0.2627987728974981,0.1700641936629592
145,HOPE_Katz,GAT,0.50.10.0142,0.3865905848787446,0.2110552763819095,0.3869669450767064,0.2089176941109581
146,HOPE_Katz,SAGE,0.50.10.0142,0.3780313837375178,0.0904522613065326,0.3725305771316189,0.0772547533417098
147,HOPE_Katz,GCN,0.50.10.0145,0.5891583452211127,0.2010050251256281,0.5883576004044386,0.1961158044191156
148,HOPE_Katz,GAT,0.50.10.0145,0.3480741797432239,0.1809045226130653,0.3506782841372756,0.1748063994142796
149,HOPE_Katz,SAGE,0.50.10.0145,0.2125534950071326,0.135678391959799,0.1903408663297968,0.096477757536581
150,HOPE_Katz,GCN,0.50.10.0172,0.550641940085592,0.4070351758793969,0.5486271970356619,0.3987395575439053
151,HOPE_Katz,GAT,0.50.10.0172,0.5463623395149786,0.4070351758793969,0.5448124396590106,0.3995993813261614
152,HOPE_Katz,SAGE,0.50.10.0172,0.6533523537803139,0.1758793969849246,0.6503144246382735,0.1655742095981883
153,HOPE_Katz,GCN,0.50.10.225,0.9914407988587732,0.9597989949748744,0.9914201020141872,0.9595982380192906
154,HOPE_Katz,GAT,0.50.10.225,0.9115549215406562,0.9447236180904522,0.9111642436991394,0.9448150791417044
155,HOPE_Katz,SAGE,0.50.10.225,0.9757489300998572,0.7537688442211056,0.975572975090001,0.7471999332983315
156,HOPE_Katz,GCN,0.50.10.2220,0.7660485021398004,0.8844221105527639,0.7641267394305922,0.8819640834629393
157,HOPE_Katz,GAT,0.50.10.2220,0.9386590584878745,0.8291457286432161,0.9387878677556232,0.8353401850837574
158,HOPE_Katz,SAGE,0.50.10.2220,0.5691868758915835,0.2160804020100502,0.5680906910281472,0.2056108642819169
159,HOPE_Katz,GCN,0.50.10.2240,0.5706134094151213,0.2613065326633166,0.5698354774690942,0.2471107173509453
160,HOPE_Katz,GAT,0.50.10.2240,0.5991440798858774,0.236180904522613,0.5989337648359394,0.2399027085697836
161,HOPE_Katz,SAGE,0.50.10.2240,0.4679029957203994,0.0653266331658291,0.4671183111035019,0.0619557925734396
162,HOPE_Katz,GCN,0.50.10.232,0.6576319543509273,0.6030150753768844,0.6574207285388797,0.5990296540557152
163,HOPE_Katz,GAT,0.50.10.232,0.5392296718972895,0.5326633165829145,0.5368828858098635,0.5216550842719067
164,HOPE_Katz,SAGE,0.50.10.232,0.4136947218259629,0.2512562814070351,0.4129183872832438,0.2507682333089224
165,HOPE_Katz,GCN,0.50.10.235,0.4108416547788873,0.2311557788944723,0.4111938257577714,0.2275849819437489
166,HOPE_Katz,GAT,0.50.10.235,0.4650499286733239,0.2261306532663316,0.4638333430159775,0.2130872628132902
167,HOPE_Katz,SAGE,0.50.10.235,0.5206847360912982,0.1809045226130653,0.5205878584017211,0.1724103782927312
168,HOPE_Katz,GCN,0.50.10.2320,0.3794579172610556,0.3015075376884422,0.376647723705572,0.3011391332906951
169,HOPE_Katz,GAT,0.50.10.2320,0.3937232524964336,0.2311557788944723,0.3941455030802826,0.2264203863363527
170,HOPE_Katz,SAGE,0.50.10.2320,0.3651925820256776,0.2110552763819095,0.3599982364343692,0.1850956167536569
171,HOPE_Katz,GCN,0.50.10.242,0.3209700427960057,0.2211055276381909,0.3160794317513247,0.2201753176401063
172,HOPE_Katz,GAT,0.50.10.242,0.4864479315263909,0.2211055276381909,0.4865292965505679,0.2143192844147968
173,HOPE_Katz,SAGE,0.50.10.242,0.3452211126961483,0.2462311557788944,0.3432847326369587,0.2470715475086878
174,HOPE_Katz,GCN,0.50.10.245,0.5406562054208274,0.2814070351758794,0.538659267011559,0.2779513209100981
175,HOPE_Katz,GAT,0.50.10.245,0.5820256776034237,0.2512562814070351,0.5815864000329611,0.2446615282053878
176,HOPE_Katz,SAGE,0.50.10.245,0.5206847360912982,0.0753768844221105,0.5179239217389037,0.0740030460937549
177,HOPE_Katz,GCN,0.50.10.525,0.4978601997146933,0.2613065326633166,0.4979401968774365,0.2493256110361374
178,HOPE_Katz,GAT,0.50.10.525,0.3594864479315264,0.236180904522613,0.3595817390338238,0.1953488435594011
179,HOPE_Katz,SAGE,0.50.10.525,0.4878744650499286,0.1608040201005025,0.4877085792330135,0.1605381689874852
